O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
67041,2138,F,249923.12,1992-03-11,2-HIGH,"Clerk#000000659",0,thely along the evenl
67042,2306,F,145465.10,1993-11-25,3-MEDIUM,"Clerk#000000392",0,"inal packages wake after the quickly regular packages. even, pending accounts "
67043,2581,O,243973.45,1996-10-20,4-NOT SPECIFIED,"Clerk#000000631",0,ccording to the iron
67044,470,P,186457.13,1995-05-01,4-NOT SPECIFIED,"Clerk#000000168",0,instructions doubt furiously express ideas. 
67045,721,O,130919.55,1996-03-07,3-MEDIUM,"Clerk#000000296",0,"even instructions wake quickly final, ironic deposits. carefully even requ"
67046,1801,F,274412.03,1992-10-14,2-HIGH,"Clerk#000000244",0,"al sauternes. even, ironic ideas "
67047,685,O,16454.37,1997-11-24,1-URGENT,"Clerk#000000739",0,ly never regular theodolites. packages grow.
67072,2540,F,292587.81,1993-01-07,1-URGENT,"Clerk#000000348",0,ent requests after the carefully pending reque
67073,1450,O,84630.87,1998-01-09,4-NOT SPECIFIED,"Clerk#000000658",0,kages wake. unusual pin
67074,1955,F,237706.02,1993-02-20,3-MEDIUM,"Clerk#000000093",0, among the furiously express packages haggle fluff
67075,820,O,108975.62,1997-06-10,3-MEDIUM,"Clerk#000000170",0,slyly pending pinto beans. theodolites eat unusual acc
67076,1961,O,262310.62,1998-05-25,3-MEDIUM,"Clerk#000000872",0,: carefully express accounts will have to are carefully quickly
67077,2464,F,203897.11,1992-09-13,1-URGENT,"Clerk#000000074",0,"ven instructions detect quickly special requests. final, unusual ideas boost f"
67078,1072,O,209659.76,1995-10-05,1-URGENT,"Clerk#000000121",0, furiously bold multiplie
67079,1259,O,80649.66,1997-01-29,2-HIGH,"Clerk#000000762",0,express theodolites. requests nag furiously regular ideas. quic
67104,325,O,119198.37,1995-08-10,4-NOT SPECIFIED,"Clerk#000000843",0,"hless instructions. furious, close requests are blithely about th"
67105,2825,P,135997.80,1995-04-14,1-URGENT,"Clerk#000000494",0,olites. furiously final theodolites across the blithely dogged packages hag
67106,1121,F,126429.66,1993-09-12,4-NOT SPECIFIED,"Clerk#000000314",0,rious packages. pending accounts nag slyly bold deposits. quickly silent
67107,889,O,230127.37,1995-07-29,4-NOT SPECIFIED,"Clerk#000000716",0,"he regular, final accounts. courts a"
67108,473,P,216774.65,1995-03-26,3-MEDIUM,"Clerk#000000389",0,es. even excuses across the silently fin
67109,2119,F,95507.91,1995-01-17,2-HIGH,"Clerk#000000353",0,er the blithely regular platelets. carefully regular foxes sle
67110,2425,O,295015.77,1997-11-09,1-URGENT,"Clerk#000000328",0,lithely enticingly 
67111,2155,F,216370.83,1992-12-30,2-HIGH,"Clerk#000000574",0,s are quickly. fluffily even foxes are furiously according to t
67136,2852,F,15483.69,1993-03-20,4-NOT SPECIFIED,"Clerk#000000350",0,"ter the pending, special dolphins wake always carefully ironic account"
67137,2288,F,76944.06,1993-07-05,3-MEDIUM,"Clerk#000000964",0," the final, regular pinto beans cajole carefully carefully expr"
67138,937,F,217268.02,1992-04-18,1-URGENT,"Clerk#000000406",0,. furiously regular deposits x-ray slyly carefully even accoun
67139,235,O,260245.15,1995-12-02,4-NOT SPECIFIED,"Clerk#000000931",0,ld dolphins hinder fluffily. Tiresias mold quickly furiously u
67140,2494,F,27017.53,1993-06-18,3-MEDIUM,"Clerk#000000060",0,"nal packages sleep blithely foxes. special, r"
67141,2071,F,190750.62,1992-10-02,1-URGENT,"Clerk#000000332",0, above the blithely final asymptotes. bold accounts aga
67142,935,O,146118.54,1997-12-21,4-NOT SPECIFIED,"Clerk#000000229",0, express instructions detect stea
67143,556,O,209175.48,1997-10-15,4-NOT SPECIFIED,"Clerk#000000470",0,"uternes engage slyly. ironic, ruthless accounts sublate atop the blithely fin"
67168,829,O,105346.80,1996-08-24,3-MEDIUM,"Clerk#000000199",0,he fluffily even accounts! furiously pending deposits across the carefully i
67169,2936,O,68008.45,1998-01-12,1-URGENT,"Clerk#000000784",0,inal foxes. blithely final ideas boost fluffily qu
67170,2137,O,145571.87,1995-10-11,1-URGENT,"Clerk#000000344",0,olites boost carefully about the ironic packages! excuses sleep b
67171,1300,F,175638.40,1993-04-13,4-NOT SPECIFIED,"Clerk#000000261",0,"gular, pending requests need"
67172,367,O,122364.34,1997-04-09,3-MEDIUM,"Clerk#000000678",0,"gular dolphins. fluffily express accounts are. special, dogged instructions ar"
67173,1201,O,89436.21,1997-01-22,3-MEDIUM,"Clerk#000000728",0,luffily regular requests use quickly special packages. 
67174,1934,F,92378.51,1992-10-19,2-HIGH,"Clerk#000000777",0,s cajole above the quickly even dinos. 
67175,1571,O,134114.19,1998-05-04,5-LOW,"Clerk#000000580",0,to the carefully pending deposits se
67200,487,O,226757.78,1996-03-10,3-MEDIUM,"Clerk#000000402",0,quickly silent accounts detect carefully above the blithely special accounts
67201,2606,F,96258.84,1993-09-11,4-NOT SPECIFIED,"Clerk#000000814",0, pinto beans thrash even packages. bold dugouts haggle among the fluffily pen
67202,484,F,198496.22,1992-08-17,3-MEDIUM,"Clerk#000000133",0,ly special packages boost. ironic theodolites detect bravely about
67203,2149,F,239129.12,1992-05-05,2-HIGH,"Clerk#000000723",0,"en, final accounts use"
67204,947,O,19684.62,1996-10-15,4-NOT SPECIFIED,"Clerk#000000785",0,gular packages impress carefully. fluffily ironic packag
67205,2480,O,117866.25,1996-03-06,1-URGENT,"Clerk#000000287",0, packages detect furiously furiously unusual excus
67206,733,O,63991.01,1995-10-21,1-URGENT,"Clerk#000000367",0,tions. furiously regular deposits nod carefully alongside of the carefull
67207,473,F,179290.29,1993-01-09,1-URGENT,"Clerk#000000036",0,platelets are. silently silent platelets integrate slyly regular 
67232,2017,O,330208.56,1997-12-09,4-NOT SPECIFIED,"Clerk#000000570",0,counts doze blithely furiously
67233,1762,F,289450.99,1992-11-14,3-MEDIUM,"Clerk#000000398",0,ts cajole carefully instead 
67234,1633,O,169686.65,1997-11-11,2-HIGH,"Clerk#000000491",0,"rbits. ironic, regular excuses haggle furiously. u"
67235,1438,F,131552.08,1992-01-13,3-MEDIUM,"Clerk#000000777",0,kly ironic theodolites haggle boldly ironically ironic pinto beans. furiously 
67236,2821,F,128765.56,1993-06-18,2-HIGH,"Clerk#000000449",0,sts use carefully al
67237,1010,O,17215.54,1998-01-29,2-HIGH,"Clerk#000000194",0,ong the slyly even deposits. carefully regular deposits between th
67238,2440,F,105092.02,1992-06-22,1-URGENT,"Clerk#000000337",0,ecial requests wake furiously dependen
67239,1663,F,257895.16,1992-11-01,5-LOW,"Clerk#000000110",0,. fluffily ironic packages detect carefully. fluffily even pinto beans th
67264,1171,F,239487.17,1993-04-21,1-URGENT,"Clerk#000000715",0,iet asymptotes. regu
67265,2770,O,203624.21,1995-10-21,2-HIGH,"Clerk#000000531",0,r deposits. blithely unusual requests cajole
67266,736,F,146408.81,1992-11-29,1-URGENT,"Clerk#000000102",0,carefully slyly iron
67267,28,F,111360.62,1993-09-17,4-NOT SPECIFIED,"Clerk#000000247",0,r deposits affix fluffily requests. acc
67268,820,F,60999.23,1992-10-12,5-LOW,"Clerk#000000588",0,ons. even platelets haggle blithely af
67269,2935,O,202373.36,1995-05-27,5-LOW,"Clerk#000000420",0,deposits cajole fluf
67270,1576,F,145132.95,1993-07-10,4-NOT SPECIFIED,"Clerk#000000699",0,l dependencies. slyly even deposi
67271,1304,O,72417.56,1995-06-30,4-NOT SPECIFIED,"Clerk#000000977",0, haggle furiously. ir
67296,794,F,103848.74,1993-05-12,2-HIGH,"Clerk#000000842",0, dolphins sleep furiously 
67297,2305,F,146480.00,1993-07-31,2-HIGH,"Clerk#000000451",0,ely final accounts. furiously final p
67298,2999,O,349663.96,1995-09-15,1-URGENT,"Clerk#000000213",0, carefully bold requests. careful
67299,2311,O,225598.51,1998-07-11,1-URGENT,"Clerk#000000832",0," final accounts x-ray furiously. express, express requests integrate alon"
67300,2681,F,125595.29,1995-03-20,2-HIGH,"Clerk#000000732",0, instructions affix among the carefully final pack
67301,880,O,45543.00,1997-09-25,1-URGENT,"Clerk#000000597",0,rly. slyly ironic Tiresias
67302,74,F,52531.97,1992-07-11,2-HIGH,"Clerk#000000578",0, ironic packages across the furiously ironic deposits nag pa
67303,503,O,125292.34,1997-07-14,4-NOT SPECIFIED,"Clerk#000000533",0,ously final warhorses. 
67328,310,F,223400.40,1993-05-02,5-LOW,"Clerk#000000494",0,accounts wake-- furiously final dinos ar
67329,1924,O,53016.77,1995-10-05,5-LOW,"Clerk#000000186",0,ring pinto beans? sile
67330,718,O,82566.81,1995-10-11,2-HIGH,"Clerk#000000830",0,"ajole pinto beans. bold, express ideas are about the slyly regular requ"
67331,1664,F,95834.97,1994-02-16,4-NOT SPECIFIED,"Clerk#000000721",0,s furiously regular accounts. furiously 
67332,2953,O,65584.81,1995-08-26,2-HIGH,"Clerk#000000322",0,egular deposits above t
67333,526,O,151910.79,1996-06-24,3-MEDIUM,"Clerk#000000483",0,al accounts. carefully s
67334,1408,O,83065.44,1996-07-28,3-MEDIUM,"Clerk#000000652",0,"ular, final packages. carefully final packages across the quick"
67335,2743,F,70757.77,1993-10-22,4-NOT SPECIFIED,"Clerk#000000144",0,t the quickly blithe accounts
67360,400,F,279664.32,1994-03-25,3-MEDIUM,"Clerk#000000594",0,gular dependencies alongside of the pinto beans haggle slyly aroun
67361,250,F,252916.68,1994-09-30,3-MEDIUM,"Clerk#000000635",0,er about the blithely special deposits. blithely even platelets c
67362,869,O,184731.64,1997-03-05,5-LOW,"Clerk#000000786",0,ep bravely fluffily unu
67363,2840,F,136119.56,1992-12-13,4-NOT SPECIFIED,"Clerk#000000218",0,ccounts detect blithely. ironic platelets boost quickly aft
67364,2390,O,149251.83,1998-03-05,5-LOW,"Clerk#000000374",0,deposits across the requests affix carefull
67365,2144,F,56790.10,1992-08-10,1-URGENT,"Clerk#000000725",0,even dolphins boost. slyly final tithes around the quickly silent fox
67366,2725,F,117537.26,1992-02-06,2-HIGH,"Clerk#000000273",0,ag blithely pending instr
67367,1777,O,58524.91,1997-06-18,3-MEDIUM,"Clerk#000000826",0, packages wake furiously according to the fluffily close excuses
67392,2612,F,103503.16,1992-06-01,2-HIGH,"Clerk#000000049",0,its integrate above the requests. ironi
67393,1531,F,181984.55,1994-12-23,1-URGENT,"Clerk#000000228",0, blithely final instructions poach closely 
67394,163,F,74995.58,1992-08-17,3-MEDIUM,"Clerk#000000670",0,thely unusual pinto beans. ironic theodolite
67395,697,F,96505.17,1994-12-17,2-HIGH,"Clerk#000000341",0,blithely even pinto 
67396,2176,O,269760.79,1997-04-21,1-URGENT,"Clerk#000000380",0, carefully bold requests through 
67397,2111,O,217875.02,1997-10-09,2-HIGH,"Clerk#000000709",0,inal foxes nag quickly ironic sheaves. blithely even requests boost a
67398,736,F,40787.95,1994-04-30,5-LOW,"Clerk#000000560",0,ithely express excuse
67399,826,O,52266.64,1997-02-13,1-URGENT,"Clerk#000000904",0,ously even deposits use thi
67424,647,O,197644.23,1995-07-02,5-LOW,"Clerk#000000236",0,across the blithely busy instructions. blithely final 
67425,400,F,85858.79,1995-03-18,5-LOW,"Clerk#000000432",0,luffily silent packages play carefully carefully final requests! slyly unusual
67426,1720,O,312701.08,1997-03-08,3-MEDIUM,"Clerk#000000699",0,"nt, even theodolites detect slyly. ironic waters detect quietly. s"
67427,244,F,67438.80,1992-10-04,3-MEDIUM,"Clerk#000000105",0,quickly regular accounts. blithely 
67428,910,O,149780.02,1996-01-20,1-URGENT,"Clerk#000000140",0,"ly regular foxes. express, regular theodolites above the final, "
67429,2911,F,2876.95,1992-09-07,5-LOW,"Clerk#000000598",0,egular accounts. rut
67430,497,O,113135.72,1996-10-09,4-NOT SPECIFIED,"Clerk#000000943",0,nticingly quickly unusual requests. requests above 
67431,1645,O,166001.93,1997-10-26,1-URGENT,"Clerk#000000628",0,s the ironic deposits haggle after the pending 
67456,1903,O,37200.63,1995-12-11,5-LOW,"Clerk#000000781",0,excuses according to 
67457,1073,F,246795.70,1993-10-17,2-HIGH,"Clerk#000000037",0,"daringly final theodolites. ironic, final pinto beans nag after the final id"
67458,2666,F,49351.96,1994-09-30,5-LOW,"Clerk#000000375",0,ts haggle carefully alongside of the furiously re
67459,29,F,71883.29,1993-03-13,3-MEDIUM,"Clerk#000000356",0,y quickly final request
67460,2228,O,138991.29,1997-07-19,5-LOW,"Clerk#000000942",0,y special deposits shall have to solve. packages cajole according to the 
67461,1042,F,325228.35,1993-07-01,1-URGENT,"Clerk#000000584",0,ts. furiously final requests eat fluffily against the slowly bold pinto bea
67462,1177,F,140143.47,1992-01-09,2-HIGH,"Clerk#000000471",0,ns. quickly ironic deposits wake quickly. carefully ironic accounts are bl
67463,2335,O,23717.20,1998-04-28,3-MEDIUM,"Clerk#000000178",0,al packages. carefully even ideas haggle slyly. furiously bold requests ar
67488,595,F,180355.84,1992-07-24,3-MEDIUM,"Clerk#000000391",0,sits haggle fluffily along the ironic depo
67489,137,F,213534.91,1992-10-06,3-MEDIUM,"Clerk#000000654",0,stealthily blithe packages sleep quickly platelets. furiously ironic
67490,2299,F,102218.05,1994-04-16,1-URGENT,"Clerk#000000854",0,ely. pending requests use busily furiously silen
67491,2072,P,79864.10,1995-06-15,5-LOW,"Clerk#000000588",0,s. furiously quick packages cajole alongside of the sile
67492,1462,O,89847.64,1998-05-10,2-HIGH,"Clerk#000000520",0, silent requests eat after 
67493,953,O,97465.05,1998-04-23,5-LOW,"Clerk#000000359",0,wake requests. blithely unusual accounts around the 
67494,991,O,183979.12,1997-07-15,3-MEDIUM,"Clerk#000000397",0,thely bold pinto beans. blithely ironic asymptotes wake furiously quick
67495,709,O,213702.39,1998-05-06,5-LOW,"Clerk#000000096",0,ns nag furiously closely final pinto beans. ironic deposits could boost
67520,413,O,126166.03,1997-07-28,2-HIGH,"Clerk#000000385",0,"arefully regular dependencies. final, ironic p"
67521,1075,O,156551.49,1995-07-03,3-MEDIUM,"Clerk#000000283",0,"st furiously across the quickly final foxes. dogged, expre"
67522,1058,O,217627.63,1998-05-15,3-MEDIUM,"Clerk#000000823",0,ons sleep carefully according to the deposits. furiously bold 
67523,520,O,84466.97,1997-04-12,4-NOT SPECIFIED,"Clerk#000000579",0,odolites wake along the quickly even dolphins. blithely re
67524,805,P,237741.34,1995-05-13,1-URGENT,"Clerk#000000144",0,le carefully against the fluffily ironic deposits! fl
67525,2488,F,38827.24,1995-02-26,3-MEDIUM,"Clerk#000000681",0,". pending deposits after the regular, regular asympt"
67526,1135,O,16874.56,1998-07-11,2-HIGH,"Clerk#000000143",0,es boost after the slyly blithe accounts.
67527,2021,P,45104.94,1995-03-22,4-NOT SPECIFIED,"Clerk#000000150",0,"final, ironic pinto beans haggle blithely. furiously stealthy"
67552,298,F,26179.89,1993-03-04,1-URGENT,"Clerk#000000054",0,counts poach about the sly
67553,832,F,339522.16,1994-11-17,1-URGENT,"Clerk#000000050",0,yly ironic packages. furiously exp
67554,1609,F,223539.32,1992-05-25,5-LOW,"Clerk#000000015",0,t among the carefully 
67555,1525,O,57772.01,1996-11-24,2-HIGH,"Clerk#000000996",0, furiously even deposits.
67556,2968,O,85126.12,1996-01-16,3-MEDIUM,"Clerk#000000469",0,ove the slyly unusual theodolites. pending excuses cajole fluffily regu
67557,1831,F,92006.17,1993-12-06,2-HIGH,"Clerk#000000102",0,"g packages cajole about the regular,"
67558,2714,F,304854.74,1994-01-08,4-NOT SPECIFIED,"Clerk#000000602",0,ress pinto beans. r
67559,2686,F,128456.96,1994-10-15,4-NOT SPECIFIED,"Clerk#000000348",0,cajole final instructions. idly ironic requests sleep carefully
67584,2872,O,288903.78,1995-09-30,4-NOT SPECIFIED,"Clerk#000000755",0,iously final accounts haggle slyly expres
67585,670,F,122756.12,1993-06-06,5-LOW,"Clerk#000000584",0,"ideas haggle blithely even, regular packages. "
67586,1102,F,109668.91,1994-04-16,4-NOT SPECIFIED,"Clerk#000000813",0,ic packages nag furiously blithely even instructions. 
67587,686,F,268563.85,1994-03-07,3-MEDIUM,"Clerk#000000980",0,use furiously at the excuses. blithely regular deposits
67588,1165,O,19806.05,1995-06-20,1-URGENT,"Clerk#000000097",0, slyly. slyly final asymptotes among the blithely final deposits cajol
67589,2708,F,73396.93,1993-07-12,2-HIGH,"Clerk#000000256",0,ent accounts. ironic theodol
67590,2173,F,59613.09,1993-09-20,5-LOW,"Clerk#000000101",0,. carefully ironic requests sleep sauternes. regular sh
67591,736,O,173476.49,1998-04-12,4-NOT SPECIFIED,"Clerk#000000248",0, through the slyly regular patterns. furiously even dugouts sleep 
67616,997,F,174835.87,1993-08-23,4-NOT SPECIFIED,"Clerk#000000314",0,pecial accounts sleep flu
67617,1996,O,156466.80,1995-10-09,1-URGENT,"Clerk#000000781",0," along the express packages. final, final escapades n"
67618,929,O,145400.87,1998-03-29,4-NOT SPECIFIED,"Clerk#000000463",0,aids. silent requests are furiously abov
67619,1250,O,140672.77,1997-03-25,5-LOW,"Clerk#000000809",0,ckages run carefully. fluffily silent decoys wake
67620,793,O,187178.04,1997-04-23,2-HIGH,"Clerk#000000487",0,ven instructions. furiously regular 
67621,2231,F,137604.53,1993-10-10,4-NOT SPECIFIED,"Clerk#000000593",0,gle furiously dugou
67622,1289,O,40174.92,1997-01-05,2-HIGH,"Clerk#000000113",0,urts hang slyly. instructions are blithely requests. carefully
67623,1279,O,73950.57,1998-06-30,3-MEDIUM,"Clerk#000000578",0,ckages. express platelets use slyly carefully final account
67648,1489,O,272922.22,1997-06-09,2-HIGH,"Clerk#000000373",0," pending asymptotes. theodolites sleep. ironic, ironic decoys after the asym"
67649,2338,F,228615.05,1992-01-29,2-HIGH,"Clerk#000000334",0,theodolites use across the carefully
67650,1483,O,206619.17,1996-03-09,1-URGENT,"Clerk#000000863",0,", special pinto beans boost fluffily ag"
67651,2791,F,121193.08,1992-05-28,4-NOT SPECIFIED,"Clerk#000000775",0,ts cajole blithely after the pending r
67652,583,F,268459.36,1992-07-15,4-NOT SPECIFIED,"Clerk#000000982",0,s the even accounts. busily express realms serve. final pla
67653,2407,F,32980.09,1994-01-06,5-LOW,"Clerk#000000321",0,ng to the blithely special accounts. fluffily unusual re
67654,118,O,172304.99,1997-01-19,2-HIGH,"Clerk#000000629",0, about the slyly final dolphins hinder carefully about the slyly ironic accoun
67655,2305,O,150124.85,1996-09-20,4-NOT SPECIFIED,"Clerk#000000899",0,de of the quickly e
67680,2897,F,318345.53,1993-05-31,2-HIGH,"Clerk#000000715",0,"press, express foxes. "
67681,2156,O,126322.06,1996-06-19,1-URGENT,"Clerk#000000810",0, slow theodolites. close packages across the
67682,2035,O,143567.88,1995-09-17,1-URGENT,"Clerk#000000145",0,ously express deposits are carefully slyly spec
67683,1256,F,196816.11,1994-06-02,1-URGENT,"Clerk#000000496",0,"ial, regular accounts nag furiously among the regu"
67684,155,O,20781.24,1997-06-26,2-HIGH,"Clerk#000000606",0,counts detect blithely furiously ironic pinto beans. q
67685,1144,O,92008.92,1996-07-22,5-LOW,"Clerk#000000715",0,deposits wake furious
67686,134,O,29987.77,1996-05-14,3-MEDIUM,"Clerk#000000775",0,ely regular theodolites. quickly express asymptotes wake careful
67687,2581,O,125788.35,1997-11-20,4-NOT SPECIFIED,"Clerk#000000732",0,ideas; quickly express asymptotes need to unwind furiously after the fox
67712,2149,F,264041.47,1992-06-11,4-NOT SPECIFIED,"Clerk#000000355",0,carefully regular mu
67713,1657,F,28391.68,1995-04-29,4-NOT SPECIFIED,"Clerk#000000780",0,"s use even deposits. even, ironic deposits sleep quickly ag"
67714,58,O,5262.21,1995-05-20,5-LOW,"Clerk#000000196",0,"ess pinto beans wake slyly special, unusual deposits. final pa"
67715,277,F,31846.35,1994-09-03,2-HIGH,"Clerk#000000264",0,"symptotes. ironic, bold deposits use fluffily according to the br"
67716,1486,F,68817.84,1993-01-30,2-HIGH,"Clerk#000000054",0,"s the unusual, ironic pinto beans. slyly even deposits sle"
67717,331,F,90244.08,1993-11-04,3-MEDIUM,"Clerk#000000745",0,ly final requests cajole slyly among the packages. 
67718,2246,F,154183.89,1993-04-16,2-HIGH,"Clerk#000000756",0, pending requests affix slyly excuses. carefully regula
67719,2179,O,221485.88,1995-07-18,3-MEDIUM,"Clerk#000000396",0,platelets. express accounts boost carefully requests. packages integr
67744,1981,F,15792.37,1994-11-26,2-HIGH,"Clerk#000000459",0,ully pending platelets x-ray ab
67745,2039,O,65931.11,1998-01-20,1-URGENT,"Clerk#000000292",0,"s mold. even, final "
67746,508,O,210456.61,1998-07-17,3-MEDIUM,"Clerk#000000908",0,bout the furiously express theodolites. escapades after the slyly
67747,325,O,65039.15,1996-08-31,1-URGENT,"Clerk#000000685",0, carefully pending asymptotes. even requ
67748,1711,O,109103.53,1996-02-14,3-MEDIUM,"Clerk#000000415",0,to the blithely ironic instru
67749,1286,O,183132.24,1997-11-08,3-MEDIUM,"Clerk#000000699",0,he slyly regular dependencies wake care
67750,1525,P,320755.23,1995-04-03,1-URGENT,"Clerk#000000995",0,furiously regular pinto beans s
67751,1174,O,111254.65,1997-09-08,5-LOW,"Clerk#000000097",0, pinto beans. blithely unusual deposits above the s
67776,1529,O,278135.79,1997-12-19,1-URGENT,"Clerk#000000128",0,careful sheaves. slyly regular packages haggle bli
67777,2887,O,117124.27,1995-10-12,3-MEDIUM,"Clerk#000000947",0,s according to the s
67778,1577,F,95270.97,1992-10-15,3-MEDIUM,"Clerk#000000921",0,deposits boost furiously: ironic instructions print slyly unusua
67779,1021,F,187141.07,1994-01-12,5-LOW,"Clerk#000000080",0,ges. always ruthless sauternes nag furiously deposits. furio
67780,1507,O,252769.62,1998-07-10,4-NOT SPECIFIED,"Clerk#000000851",0,cial hockey players are slyly. blithely silent instructi
67781,2581,F,391994.06,1992-03-20,5-LOW,"Clerk#000000386",0,s. blithely regular ideas use carefully. carefully pending excuse
67782,1222,F,162964.92,1993-02-13,4-NOT SPECIFIED,"Clerk#000000659",0,unts boost among the carefully ironic
67783,802,F,134407.35,1992-04-11,2-HIGH,"Clerk#000000947",0,arefully express accounts. theodolites sleep furiously ironic
67808,1984,F,200925.16,1993-12-27,3-MEDIUM,"Clerk#000000716",0,quickly ironic pinto beans. packages integrate fluffily speci
67809,2479,F,19127.72,1992-09-10,2-HIGH,"Clerk#000000172",0,hely regular asymptotes use 
67810,1384,F,232363.21,1994-06-16,1-URGENT,"Clerk#000000262",0,ly carefully bold deposits. 
67811,1664,O,89261.85,1996-01-11,1-URGENT,"Clerk#000000329",0,ly regular patterns boost bli
67812,1255,O,178537.85,1995-06-17,4-NOT SPECIFIED,"Clerk#000000474",0,uriously above the slyly final accounts. regular pinto beans poa
67813,2000,F,164483.84,1992-06-20,3-MEDIUM,"Clerk#000000852",0,e fluffily final requests
67814,2723,F,51429.71,1992-11-19,2-HIGH,"Clerk#000000422",0, haggle. blithely ironic ideas above the furiously sp
67815,1664,O,83879.76,1998-03-09,2-HIGH,"Clerk#000000702",0,al accounts. regular requests 
67840,970,F,12200.89,1994-03-08,3-MEDIUM,"Clerk#000000878",0,against the fluffily unus
67841,664,F,107835.25,1994-04-26,1-URGENT,"Clerk#000000193",0,regular instructions haggle fluffily. carefully pending p
67842,238,F,182070.91,1993-06-27,4-NOT SPECIFIED,"Clerk#000000074",0,nusual theodolites. quickly regular foxes across the blithely ex
67843,1829,F,221148.58,1995-01-04,1-URGENT,"Clerk#000000393",0,olphins. permanently bold asymptotes nag furiously. carefully sp
67844,2671,F,50920.62,1993-08-24,5-LOW,"Clerk#000000364",0,ole. idly final requests among the ironi
67845,325,O,80873.33,1997-12-01,2-HIGH,"Clerk#000000141",0,s. carefully even requests use carefully final pac
67846,1816,F,82876.55,1993-07-29,3-MEDIUM,"Clerk#000000343",0,"nag slyly. final instructions along the final, ironic deposits "
67847,746,O,247663.07,1996-09-18,5-LOW,"Clerk#000000592",0,ckly regular packages. blithely special ideas wake after the ironi
67872,802,O,168787.51,1996-02-03,3-MEDIUM,"Clerk#000000939",0,ronic theodolites. slyly final requests wake furiously about the carefull
67873,607,O,183101.45,1997-12-05,5-LOW,"Clerk#000000791",0,otes among the dependencies wake furiousl
67874,2144,P,130797.86,1995-06-07,1-URGENT,"Clerk#000000847",0,rate furiously. express asymptotes nag s
67875,1690,O,45235.43,1998-06-10,4-NOT SPECIFIED,"Clerk#000000295",0,"counts. ironic, final ideas detect furiously along the instructions. fl"
67876,2399,O,246153.02,1998-03-23,3-MEDIUM,"Clerk#000000411",0, final packages are quickly unusual accounts. slyly regular accounts cajo
67877,2305,F,63799.44,1994-07-02,3-MEDIUM,"Clerk#000000282",0,ongside of the furiously regular requests. blithely bold 
67878,52,F,139319.69,1993-09-19,3-MEDIUM,"Clerk#000000870",0,uriously regular packages sleep slyly ironic accounts. ironic pinto beans 
67879,1555,F,373577.80,1993-12-11,3-MEDIUM,"Clerk#000000767",0,unusual deposits. pending accounts cajole along the pin
67904,1466,P,219609.38,1995-05-22,1-URGENT,"Clerk#000000659",0,oxes are from the theodolites. special pinto 
67905,2782,F,242497.71,1994-01-17,5-LOW,"Clerk#000000474",0,cial dependencies ea
67906,542,O,81464.13,1998-07-24,1-URGENT,"Clerk#000000715",0,sts sleep. sometimes final
67907,2134,F,38566.01,1994-08-10,5-LOW,"Clerk#000000442",0,s haggle blithely around the slyly
67908,1004,O,37488.01,1998-07-29,2-HIGH,"Clerk#000000435",0,ly special excuses. 
67909,503,O,192232.95,1997-12-29,3-MEDIUM,"Clerk#000000730",0,fluffily ironic packages. special accounts maintain after the furiously regu
67910,1666,F,179852.40,1993-05-19,5-LOW,"Clerk#000000804",0,es wake blithely abo
67911,2071,O,142508.14,1996-04-28,1-URGENT,"Clerk#000000076",0, ideas use atop the express pi
67936,1681,F,177984.82,1994-04-11,3-MEDIUM,"Clerk#000000306",0," special, regular packages are ab"
67937,2719,F,109736.77,1994-07-23,4-NOT SPECIFIED,"Clerk#000000984",0,"quickly carefully final instructions: unusual, silent cou"
67938,1510,O,186252.56,1996-03-01,2-HIGH,"Clerk#000000496",0,avely. furiously thin dolphins doze slyly! final packa
67939,1255,F,69832.26,1994-08-06,4-NOT SPECIFIED,"Clerk#000000232",0,. blithely even grouches detect carefully unus
67940,1585,O,166231.24,1995-09-05,5-LOW,"Clerk#000000334",0,riously regular accounts solve 
67941,1178,O,319020.42,1995-07-13,5-LOW,"Clerk#000000244",0,e of the ironic deposits. bravely special p
67942,2077,O,103365.37,1998-04-07,3-MEDIUM,"Clerk#000000079",0, ideas: regular requests nag furiously along the
67943,673,F,36900.65,1994-10-25,5-LOW,"Clerk#000000491",0,"cies are furiously alongside of the regular, spe"
67968,679,O,249963.83,1998-05-15,2-HIGH,"Clerk#000000363",0,eep furiously sentiments. regular ide
67969,2401,F,177662.49,1994-12-23,4-NOT SPECIFIED,"Clerk#000000111",0,thely special deposits after the 
67970,2563,P,121142.49,1995-04-15,4-NOT SPECIFIED,"Clerk#000000768",0,oach slyly ruthlessly express platelets. f
67971,146,F,78918.68,1993-01-21,1-URGENT,"Clerk#000000923",0,fter the requests. furiously ironic packages sleep along the unusua
67972,1087,O,189942.84,1998-05-11,1-URGENT,"Clerk#000000941",0,requests after the furiously pending dolphins hag
67973,469,F,15035.72,1993-02-23,1-URGENT,"Clerk#000000109",0,nt accounts boost fluffily quickly regular ideas. closely quiet 
67974,325,O,125981.31,1996-07-15,5-LOW,"Clerk#000000874",0,"s alongside of the ironic, regular fo"
67975,1711,O,119535.31,1997-03-31,2-HIGH,"Clerk#000000319",0,s boost quickly regularly ironic sentiments. furiously silent i
